"","id","qid","parid","dataset","plottype","response","cresponse","correct"
"676","R_3ZQvAmasceYQPQM",2,"d","B","circos","4",2,FALSE
"677","R_bvGXdKWl3ICupP6",2,"d","B","hammock","2",2,TRUE
"678","R_6Sw1XuYKHVRsEWU",2,"d","B","circos","5",2,FALSE
"679","R_4I64gDQSHH8ojze",2,"d","B","hammock","3",2,FALSE
"680","R_6Gnw4mQ6x4AVWII",2,"d","B","circos","2",2,TRUE
"681","R_3Kmgffq9P84Hqi8",2,"d","B","circos","4",2,FALSE
"682","R_8HaXTyDqjDiLelu",2,"d","B","bar","4",2,FALSE
"683","R_ekPM1Syz0w3SC9K",2,"d","B","bar","3",2,FALSE
"684","R_bQRG1H7frzNaEQs",2,"d","B","hammock","2",2,TRUE
"685","R_d0jsFdwwwPH4qm8",2,"d","B","bar","3",2,FALSE
"686","R_bIrefWwgM8eoCOw",2,"d","B","circos","2",2,TRUE
"687","R_bQosMSXWXg07Ljm",2,"d","B","circos","3",2,FALSE
"688","R_0O0VLA2fLGC5SAI",2,"d","B","bar","2",2,TRUE
"689","R_eQgihX6yHZzRODi",2,"d","B","circos","4",2,FALSE
"690","R_6EF1Vcw5fLiuBAo",2,"d","B","bar","3",2,FALSE
"691","R_9st8AEs2Cmddkiw",2,"d","B","hammock","2",2,TRUE
"692","R_eWm6JNzYLa6yOP2",2,"d","B","circos","2",2,TRUE
"693","R_6tm0XdCBcbPY71G",2,"d","B","circos","2",2,TRUE
"694","R_7ONSkE1nz3KoRFO",1,"a","C","circos","No Response",1,FALSE
"695","R_dha3yxnSNHMTiza",1,"a","C","hammock","2",1,FALSE
"696","R_9zbF9pVnDgKLogc",1,"a","C","circos","3",1,FALSE
"697","R_1Umw95YI8cv3DRG",1,"a","C","circos","3",1,FALSE
"698","R_bsx1sOloTtKtSJu",1,"a","C","bar","3",1,FALSE
"699","R_6FmRiHnhkQsTeMk",1,"a","C","circos","3",1,FALSE
"700","R_42C16OPPjnYm8CM",1,"a","C","bar","2",1,FALSE
"701","R_6m2qpZPOKpdyD9a",1,"a","C","bar","3",1,FALSE
"702","R_5sYZSfjLDJir2kI",1,"a","C","circos","3",1,FALSE
"703","R_01a6HI55lPgLUd6",1,"a","C","bar","No Response",1,FALSE
"704","R_9QDU9nFW3MfKHoU",1,"a","C","bar","No Response",1,FALSE
"705","R_1H707scKVBKDbuY",1,"a","C","hammock","2",1,FALSE
"706","R_3qItOVB1m3rRIHO",1,"a","C","circos","2",1,FALSE
"707","R_a5XRod8QdXHdgiM",1,"a","C","hammock","2",1,FALSE
"708","R_bP1eWMUqcLIi1rm",1,"a","C","circos","No Response",1,FALSE
"709","R_3ZQvAmasceYQPQM",1,"a","C","bar","3",1,FALSE
"710","R_bvGXdKWl3ICupP6",1,"a","C","circos","2",1,FALSE
"711","R_6Sw1XuYKHVRsEWU",1,"a","C","hammock","3",1,FALSE
"712","R_4I64gDQSHH8ojze",1,"a","C","circos","No Response",1,FALSE
"713","R_6Gnw4mQ6x4AVWII",1,"a","C","bar","3",1,FALSE
"714","R_3Kmgffq9P84Hqi8",1,"a","C","hammock","4",1,FALSE
"715","R_8HaXTyDqjDiLelu",1,"a","C","circos","No Response",1,FALSE
"716","R_ekPM1Syz0w3SC9K",1,"a","C","hammock","2",1,FALSE
"717","R_bQRG1H7frzNaEQs",1,"a","C","bar","2",1,FALSE
"718","R_d0jsFdwwwPH4qm8",1,"a","C","hammock","No Response",1,FALSE
"719","R_bIrefWwgM8eoCOw",1,"a","C","hammock","4",1,FALSE
"720","R_bQosMSXWXg07Ljm",1,"a","C","bar","3",1,FALSE
"721","R_0O0VLA2fLGC5SAI",1,"a","C","hammock","2",1,FALSE
"722","R_eQgihX6yHZzRODi",1,"a","C","hammock","No Response",1,FALSE
"723","R_6EF1Vcw5fLiuBAo",1,"a","C","circos","No Response",1,FALSE
"724","R_9st8AEs2Cmddkiw",1,"a","C","circos","2",1,FALSE
"725","R_eWm6JNzYLa6yOP2",1,"a","C","bar","3",1,FALSE
"726","R_6tm0XdCBcbPY71G",1,"a","C","bar","3",1,FALSE
"727","R_7ONSkE1nz3KoRFO",1,"b","C","circos","No Response",2,FALSE
"728","R_dha3yxnSNHMTiza",1,"b","C","hammock","2",2,TRUE
"729","R_9zbF9pVnDgKLogc",1,"b","C","circos","3",2,FALSE
"730","R_1Umw95YI8cv3DRG",1,"b","C","circos","3",2,FALSE
"731","R_bsx1sOloTtKtSJu",1,"b","C","bar","2",2,TRUE
"732","R_6FmRiHnhkQsTeMk",1,"b","C","circos","2",2,TRUE
"733","R_42C16OPPjnYm8CM",1,"b","C","bar","2",2,TRUE
"734","R_6m2qpZPOKpdyD9a",1,"b","C","bar","3",2,FALSE
"735","R_5sYZSfjLDJir2kI",1,"b","C","circos","3",2,FALSE
"736","R_01a6HI55lPgLUd6",1,"b","C","bar","No Response",2,FALSE
"737","R_9QDU9nFW3MfKHoU",1,"b","C","bar","No Response",2,FALSE
"738","R_1H707scKVBKDbuY",1,"b","C","hammock","2",2,TRUE
"739","R_3qItOVB1m3rRIHO",1,"b","C","circos","2",2,TRUE
"740","R_a5XRod8QdXHdgiM",1,"b","C","hammock","3",2,FALSE
"741","R_bP1eWMUqcLIi1rm",1,"b","C","circos","No Response",2,FALSE
"742","R_3ZQvAmasceYQPQM",1,"b","C","bar","3",2,FALSE
"743","R_bvGXdKWl3ICupP6",1,"b","C","circos","2",2,TRUE
"744","R_6Sw1XuYKHVRsEWU",1,"b","C","hammock","2",2,TRUE
"745","R_4I64gDQSHH8ojze",1,"b","C","circos","No Response",2,FALSE
"746","R_6Gnw4mQ6x4AVWII",1,"b","C","bar","2",2,TRUE
"747","R_3Kmgffq9P84Hqi8",1,"b","C","hammock","2",2,TRUE
"748","R_8HaXTyDqjDiLelu",1,"b","C","circos","No Response",2,FALSE
"749","R_ekPM1Syz0w3SC9K",1,"b","C","hammock","2",2,TRUE
"750","R_bQRG1H7frzNaEQs",1,"b","C","bar","2",2,TRUE
"751","R_d0jsFdwwwPH4qm8",1,"b","C","hammock","No Response",2,FALSE
"752","R_bIrefWwgM8eoCOw",1,"b","C","hammock","3",2,FALSE
"753","R_bQosMSXWXg07Ljm",1,"b","C","bar","2",2,TRUE
"754","R_0O0VLA2fLGC5SAI",1,"b","C","hammock","3",2,FALSE
"755","R_eQgihX6yHZzRODi",1,"b","C","hammock","No Response",2,FALSE
"756","R_6EF1Vcw5fLiuBAo",1,"b","C","circos","No Response",2,FALSE
"757","R_9st8AEs2Cmddkiw",1,"b","C","circos","2",2,TRUE
"758","R_eWm6JNzYLa6yOP2",1,"b","C","bar","2",2,TRUE
"759","R_6tm0XdCBcbPY71G",1,"b","C","bar","2",2,TRUE
"760","R_7ONSkE1nz3KoRFO",1,"c","C","circos","No Response",4,FALSE
"761","R_dha3yxnSNHMTiza",1,"c","C","hammock","3",4,FALSE
"762","R_9zbF9pVnDgKLogc",1,"c","C","circos","2",4,FALSE
"763","R_1Umw95YI8cv3DRG",1,"c","C","circos","2",4,FALSE
"764","R_bsx1sOloTtKtSJu",1,"c","C","bar","3",4,FALSE
"765","R_6FmRiHnhkQsTeMk",1,"c","C","circos","3",4,FALSE
"766","R_42C16OPPjnYm8CM",1,"c","C","bar","2",4,FALSE
"767","R_6m2qpZPOKpdyD9a",1,"c","C","bar","2",4,FALSE
"768","R_5sYZSfjLDJir2kI",1,"c","C","circos","2",4,FALSE
"769","R_01a6HI55lPgLUd6",1,"c","C","bar","No Response",4,FALSE
"770","R_9QDU9nFW3MfKHoU",1,"c","C","bar","No Response",4,FALSE
"771","R_1H707scKVBKDbuY",1,"c","C","hammock","4",4,TRUE
"772","R_3qItOVB1m3rRIHO",1,"c","C","circos","4",4,TRUE
"773","R_a5XRod8QdXHdgiM",1,"c","C","hammock","2",4,FALSE
"774","R_bP1eWMUqcLIi1rm",1,"c","C","circos","No Response",4,FALSE
"775","R_3ZQvAmasceYQPQM",1,"c","C","bar","3",4,FALSE
"776","R_bvGXdKWl3ICupP6",1,"c","C","circos","3",4,FALSE
"777","R_6Sw1XuYKHVRsEWU",1,"c","C","hammock","3",4,FALSE
"778","R_4I64gDQSHH8ojze",1,"c","C","circos","No Response",4,FALSE
"779","R_6Gnw4mQ6x4AVWII",1,"c","C","bar","3",4,FALSE
"780","R_3Kmgffq9P84Hqi8",1,"c","C","hammock","3",4,FALSE
"781","R_8HaXTyDqjDiLelu",1,"c","C","circos","No Response",4,FALSE
"782","R_ekPM1Syz0w3SC9K",1,"c","C","hammock","3",4,FALSE
"783","R_bQRG1H7frzNaEQs",1,"c","C","bar","2",4,FALSE
"784","R_d0jsFdwwwPH4qm8",1,"c","C","hammock","No Response",4,FALSE
"785","R_bIrefWwgM8eoCOw",1,"c","C","hammock","2",4,FALSE
"786","R_bQosMSXWXg07Ljm",1,"c","C","bar","3",4,FALSE
"787","R_0O0VLA2fLGC5SAI",1,"c","C","hammock","2",4,FALSE
"788","R_eQgihX6yHZzRODi",1,"c","C","hammock","No Response",4,FALSE
"789","R_6EF1Vcw5fLiuBAo",1,"c","C","circos","No Response",4,FALSE
"790","R_9st8AEs2Cmddkiw",1,"c","C","circos","3",4,FALSE
"791","R_eWm6JNzYLa6yOP2",1,"c","C","bar","3",4,FALSE
"792","R_6tm0XdCBcbPY71G",1,"c","C","bar","3",4,FALSE
"793","R_7ONSkE1nz3KoRFO",1,"d","C","circos","No Response",3,FALSE
"794","R_dha3yxnSNHMTiza",1,"d","C","hammock","2",3,FALSE
"795","R_9zbF9pVnDgKLogc",1,"d","C","circos","3",3,TRUE
"796","R_1Umw95YI8cv3DRG",1,"d","C","circos","3",3,TRUE
"797","R_bsx1sOloTtKtSJu",1,"d","C","bar","3",3,TRUE
"798","R_6FmRiHnhkQsTeMk",1,"d","C","circos","3",3,TRUE
"799","R_42C16OPPjnYm8CM",1,"d","C","bar","2",3,FALSE
"800","R_6m2qpZPOKpdyD9a",1,"d","C","bar","4",3,FALSE
"801","R_5sYZSfjLDJir2kI",1,"d","C","circos","3",3,TRUE
"802","R_01a6HI55lPgLUd6",1,"d","C","bar","No Response",3,FALSE
"803","R_9QDU9nFW3MfKHoU",1,"d","C","bar","No Response",3,FALSE
"804","R_1H707scKVBKDbuY",1,"d","C","hammock","2",3,FALSE
"805","R_3qItOVB1m3rRIHO",1,"d","C","circos","2",3,FALSE
"806","R_a5XRod8QdXHdgiM",1,"d","C","hammock","2",3,FALSE
"807","R_bP1eWMUqcLIi1rm",1,"d","C","circos","No Response",3,FALSE
"808","R_3ZQvAmasceYQPQM",1,"d","C","bar","2",3,FALSE
"809","R_bvGXdKWl3ICupP6",1,"d","C","circos","2",3,FALSE
"810","R_6Sw1XuYKHVRsEWU",1,"d","C","hammock","3",3,TRUE
"811","R_4I64gDQSHH8ojze",1,"d","C","circos","No Response",3,FALSE
"812","R_6Gnw4mQ6x4AVWII",1,"d","C","bar","3",3,TRUE
"813","R_3Kmgffq9P84Hqi8",1,"d","C","hammock","2",3,FALSE
"814","R_8HaXTyDqjDiLelu",1,"d","C","circos","No Response",3,FALSE
"815","R_ekPM1Syz0w3SC9K",1,"d","C","hammock","2",3,FALSE
"816","R_bQRG1H7frzNaEQs",1,"d","C","bar","2",3,FALSE
"817","R_d0jsFdwwwPH4qm8",1,"d","C","hammock","No Response",3,FALSE
"818","R_bIrefWwgM8eoCOw",1,"d","C","hammock","2",3,FALSE
"819","R_bQosMSXWXg07Ljm",1,"d","C","bar","3",3,TRUE
"820","R_0O0VLA2fLGC5SAI",1,"d","C","hammock","2",3,FALSE
"821","R_eQgihX6yHZzRODi",1,"d","C","hammock","No Response",3,FALSE
"822","R_6EF1Vcw5fLiuBAo",1,"d","C","circos","No Response",3,FALSE
"823","R_9st8AEs2Cmddkiw",1,"d","C","circos","2",3,FALSE
"824","R_eWm6JNzYLa6yOP2",1,"d","C","bar","3",3,TRUE
"825","R_6tm0XdCBcbPY71G",1,"d","C","bar","3",3,TRUE
"826","R_7ONSkE1nz3KoRFO",2,"a","C","circos","No Response",4,FALSE
"827","R_dha3yxnSNHMTiza",2,"a","C","hammock","2",4,FALSE
"828","R_9zbF9pVnDgKLogc",2,"a","C","circos","3",4,FALSE
"829","R_1Umw95YI8cv3DRG",2,"a","C","circos","2",4,FALSE
"830","R_bsx1sOloTtKtSJu",2,"a","C","bar","3",4,FALSE
"831","R_6FmRiHnhkQsTeMk",2,"a","C","circos","2",4,FALSE
"832","R_42C16OPPjnYm8CM",2,"a","C","bar","2",4,FALSE
"833","R_6m2qpZPOKpdyD9a",2,"a","C","bar","No Response",4,FALSE
"834","R_5sYZSfjLDJir2kI",2,"a","C","circos","2",4,FALSE
"835","R_01a6HI55lPgLUd6",2,"a","C","bar","No Response",4,FALSE
"836","R_9QDU9nFW3MfKHoU",2,"a","C","bar","No Response",4,FALSE
"837","R_1H707scKVBKDbuY",2,"a","C","hammock","2",4,FALSE
"838","R_3qItOVB1m3rRIHO",2,"a","C","circos","2",4,FALSE
"839","R_a5XRod8QdXHdgiM",2,"a","C","hammock","2",4,FALSE
"840","R_bP1eWMUqcLIi1rm",2,"a","C","circos","No Response",4,FALSE
"841","R_3ZQvAmasceYQPQM",2,"a","C","bar","3",4,FALSE
"842","R_bvGXdKWl3ICupP6",2,"a","C","circos","4",4,TRUE
"843","R_6Sw1XuYKHVRsEWU",2,"a","C","hammock","2",4,FALSE
"844","R_4I64gDQSHH8ojze",2,"a","C","circos","No Response",4,FALSE
"845","R_6Gnw4mQ6x4AVWII",2,"a","C","bar","3",4,FALSE
"846","R_3Kmgffq9P84Hqi8",2,"a","C","hammock","2",4,FALSE
"847","R_8HaXTyDqjDiLelu",2,"a","C","circos","No Response",4,FALSE
"848","R_ekPM1Syz0w3SC9K",2,"a","C","hammock","2",4,FALSE
"849","R_bQRG1H7frzNaEQs",2,"a","C","bar","2",4,FALSE
"850","R_d0jsFdwwwPH4qm8",2,"a","C","hammock","No Response",4,FALSE
"851","R_bIrefWwgM8eoCOw",2,"a","C","hammock","2",4,FALSE
"852","R_bQosMSXWXg07Ljm",2,"a","C","bar","3",4,FALSE
"853","R_0O0VLA2fLGC5SAI",2,"a","C","hammock","2",4,FALSE
"854","R_eQgihX6yHZzRODi",2,"a","C","hammock","No Response",4,FALSE
"855","R_6EF1Vcw5fLiuBAo",2,"a","C","circos","No Response",4,FALSE
"856","R_9st8AEs2Cmddkiw",2,"a","C","circos","3",4,FALSE
"857","R_eWm6JNzYLa6yOP2",2,"a","C","bar","3",4,FALSE
"858","R_6tm0XdCBcbPY71G",2,"a","C","bar","3",4,FALSE
"859","R_7ONSkE1nz3KoRFO",2,"b","C","circos","No Response",1,FALSE
"860","R_dha3yxnSNHMTiza",2,"b","C","hammock","2",1,FALSE
"861","R_9zbF9pVnDgKLogc",2,"b","C","circos","3",1,FALSE
"862","R_1Umw95YI8cv3DRG",2,"b","C","circos","3",1,FALSE
"863","R_bsx1sOloTtKtSJu",2,"b","C","bar","2",1,FALSE
"864","R_6FmRiHnhkQsTeMk",2,"b","C","circos","2",1,FALSE
"865","R_42C16OPPjnYm8CM",2,"b","C","bar","2",1,FALSE
"866","R_6m2qpZPOKpdyD9a",2,"b","C","bar","No Response",1,FALSE
"867","R_5sYZSfjLDJir2kI",2,"b","C","circos","2",1,FALSE
"868","R_01a6HI55lPgLUd6",2,"b","C","bar","No Response",1,FALSE
"869","R_9QDU9nFW3MfKHoU",2,"b","C","bar","No Response",1,FALSE
"870","R_1H707scKVBKDbuY",2,"b","C","hammock","2",1,FALSE
"871","R_3qItOVB1m3rRIHO",2,"b","C","circos","2",1,FALSE
"872","R_a5XRod8QdXHdgiM",2,"b","C","hammock","2",1,FALSE
"873","R_bP1eWMUqcLIi1rm",2,"b","C","circos","No Response",1,FALSE
"874","R_3ZQvAmasceYQPQM",2,"b","C","bar","2",1,FALSE
"875","R_bvGXdKWl3ICupP6",2,"b","C","circos","2",1,FALSE
"876","R_6Sw1XuYKHVRsEWU",2,"b","C","hammock","3",1,FALSE
"877","R_4I64gDQSHH8ojze",2,"b","C","circos","No Response",1,FALSE
"878","R_6Gnw4mQ6x4AVWII",2,"b","C","bar","2",1,FALSE
"879","R_3Kmgffq9P84Hqi8",2,"b","C","hammock","2",1,FALSE
"880","R_8HaXTyDqjDiLelu",2,"b","C","circos","No Response",1,FALSE
"881","R_ekPM1Syz0w3SC9K",2,"b","C","hammock","2",1,FALSE
"882","R_bQRG1H7frzNaEQs",2,"b","C","bar","2",1,FALSE
"883","R_d0jsFdwwwPH4qm8",2,"b","C","hammock","No Response",1,FALSE
"884","R_bIrefWwgM8eoCOw",2,"b","C","hammock","2",1,FALSE
"885","R_bQosMSXWXg07Ljm",2,"b","C","bar","2",1,FALSE
"886","R_0O0VLA2fLGC5SAI",2,"b","C","hammock","2",1,FALSE
"887","R_eQgihX6yHZzRODi",2,"b","C","hammock","No Response",1,FALSE
"888","R_6EF1Vcw5fLiuBAo",2,"b","C","circos","No Response",1,FALSE
"889","R_9st8AEs2Cmddkiw",2,"b","C","circos","2",1,FALSE
"890","R_eWm6JNzYLa6yOP2",2,"b","C","bar","2",1,FALSE
"891","R_6tm0XdCBcbPY71G",2,"b","C","bar","2",1,FALSE
"892","R_7ONSkE1nz3KoRFO",2,"c","C","circos","No Response",2,FALSE
"893","R_dha3yxnSNHMTiza",2,"c","C","hammock","3",2,FALSE
"894","R_9zbF9pVnDgKLogc",2,"c","C","circos","3",2,FALSE
"895","R_1Umw95YI8cv3DRG",2,"c","C","circos","2",2,TRUE
"896","R_bsx1sOloTtKtSJu",2,"c","C","bar","3",2,FALSE
"897","R_6FmRiHnhkQsTeMk",2,"c","C","circos","2",2,TRUE
"898","R_42C16OPPjnYm8CM",2,"c","C","bar","2",2,TRUE
"899","R_6m2qpZPOKpdyD9a",2,"c","C","bar","No Response",2,FALSE
"900","R_5sYZSfjLDJir2kI",2,"c","C","circos","4",2,FALSE
"901","R_01a6HI55lPgLUd6",2,"c","C","bar","No Response",2,FALSE
"902","R_9QDU9nFW3MfKHoU",2,"c","C","bar","No Response",2,FALSE
"903","R_1H707scKVBKDbuY",2,"c","C","hammock","3",2,FALSE
"904","R_3qItOVB1m3rRIHO",2,"c","C","circos","3",2,FALSE
"905","R_a5XRod8QdXHdgiM",2,"c","C","hammock","2",2,TRUE
"906","R_bP1eWMUqcLIi1rm",2,"c","C","circos","No Response",2,FALSE
"907","R_3ZQvAmasceYQPQM",2,"c","C","bar","3",2,FALSE
"908","R_bvGXdKWl3ICupP6",2,"c","C","circos","3",2,FALSE
"909","R_6Sw1XuYKHVRsEWU",2,"c","C","hammock","3",2,FALSE
"910","R_4I64gDQSHH8ojze",2,"c","C","circos","No Response",2,FALSE
"911","R_6Gnw4mQ6x4AVWII",2,"c","C","bar","3",2,FALSE
"912","R_3Kmgffq9P84Hqi8",2,"c","C","hammock","2",2,TRUE
"913","R_8HaXTyDqjDiLelu",2,"c","C","circos","No Response",2,FALSE
"914","R_ekPM1Syz0w3SC9K",2,"c","C","hammock","3",2,FALSE
"915","R_bQRG1H7frzNaEQs",2,"c","C","bar","2",2,TRUE
"916","R_d0jsFdwwwPH4qm8",2,"c","C","hammock","No Response",2,FALSE
"917","R_bIrefWwgM8eoCOw",2,"c","C","hammock","3",2,FALSE
"918","R_bQosMSXWXg07Ljm",2,"c","C","bar","3",2,FALSE
"919","R_0O0VLA2fLGC5SAI",2,"c","C","hammock","3",2,FALSE
"920","R_eQgihX6yHZzRODi",2,"c","C","hammock","No Response",2,FALSE
"921","R_6EF1Vcw5fLiuBAo",2,"c","C","circos","No Response",2,FALSE
"922","R_9st8AEs2Cmddkiw",2,"c","C","circos","4",2,FALSE
"923","R_eWm6JNzYLa6yOP2",2,"c","C","bar","3",2,FALSE
"924","R_6tm0XdCBcbPY71G",2,"c","C","bar","3",2,FALSE
"925","R_7ONSkE1nz3KoRFO",2,"d","C","circos","No Response",3,FALSE
"926","R_dha3yxnSNHMTiza",2,"d","C","hammock","2",3,FALSE
"927","R_9zbF9pVnDgKLogc",2,"d","C","circos","2",3,FALSE
"928","R_1Umw95YI8cv3DRG",2,"d","C","circos","4",3,FALSE
"929","R_bsx1sOloTtKtSJu",2,"d","C","bar","2",3,FALSE
"930","R_6FmRiHnhkQsTeMk",2,"d","C","circos","4",3,FALSE
"931","R_42C16OPPjnYm8CM",2,"d","C","bar","2",3,FALSE
"932","R_6m2qpZPOKpdyD9a",2,"d","C","bar","No Response",3,FALSE
"933","R_5sYZSfjLDJir2kI",2,"d","C","circos","3",3,TRUE
"934","R_01a6HI55lPgLUd6",2,"d","C","bar","No Response",3,FALSE
"935","R_9QDU9nFW3MfKHoU",2,"d","C","bar","No Response",3,FALSE
"936","R_1H707scKVBKDbuY",2,"d","C","hammock","3",3,TRUE
"937","R_3qItOVB1m3rRIHO",2,"d","C","circos","3",3,TRUE
"938","R_a5XRod8QdXHdgiM",2,"d","C","hammock","3",3,TRUE
"939","R_bP1eWMUqcLIi1rm",2,"d","C","circos","No Response",3,FALSE
"940","R_3ZQvAmasceYQPQM",2,"d","C","bar","2",3,FALSE
"941","R_bvGXdKWl3ICupP6",2,"d","C","circos","3",3,TRUE
"942","R_6Sw1XuYKHVRsEWU",2,"d","C","hammock","2",3,FALSE
"943","R_4I64gDQSHH8ojze",2,"d","C","circos","No Response",3,FALSE
"944","R_6Gnw4mQ6x4AVWII",2,"d","C","bar","2",3,FALSE
"945","R_3Kmgffq9P84Hqi8",2,"d","C","hammock","4",3,FALSE
"946","R_8HaXTyDqjDiLelu",2,"d","C","circos","No Response",3,FALSE
"947","R_ekPM1Syz0w3SC9K",2,"d","C","hammock","2",3,FALSE
"948","R_bQRG1H7frzNaEQs",2,"d","C","bar","2",3,FALSE
"949","R_d0jsFdwwwPH4qm8",2,"d","C","hammock","No Response",3,FALSE
"950","R_bIrefWwgM8eoCOw",2,"d","C","hammock","3",3,TRUE
"951","R_bQosMSXWXg07Ljm",2,"d","C","bar","2",3,FALSE
"952","R_0O0VLA2fLGC5SAI",2,"d","C","hammock","2",3,FALSE
"953","R_eQgihX6yHZzRODi",2,"d","C","hammock","No Response",3,FALSE
"954","R_6EF1Vcw5fLiuBAo",2,"d","C","circos","No Response",3,FALSE
"955","R_9st8AEs2Cmddkiw",2,"d","C","circos","2",3,FALSE
"956","R_eWm6JNzYLa6yOP2",2,"d","C","bar","2",3,FALSE
"957","R_6tm0XdCBcbPY71G",2,"d","C","bar","2",3,FALSE
"958","R_7ONSkE1nz3KoRFO",3,"a","C","circos","3",3,TRUE
"959","R_dha3yxnSNHMTiza",3,"a","C","hammock","2",3,FALSE
"960","R_9zbF9pVnDgKLogc",3,"a","C","circos","2",3,FALSE
"961","R_1Umw95YI8cv3DRG",3,"a","C","circos","3",3,TRUE
"962","R_bsx1sOloTtKtSJu",3,"a","C","bar","3",3,TRUE
"963","R_6FmRiHnhkQsTeMk",3,"a","C","circos","3",3,TRUE
"964","R_42C16OPPjnYm8CM",3,"a","C","bar","2",3,FALSE
"965","R_6m2qpZPOKpdyD9a",3,"a","C","bar","2",3,FALSE
"966","R_5sYZSfjLDJir2kI",3,"a","C","circos","2",3,FALSE
"967","R_01a6HI55lPgLUd6",3,"a","C","bar","3",3,TRUE
"968","R_9QDU9nFW3MfKHoU",3,"a","C","bar","4",3,FALSE
"969","R_1H707scKVBKDbuY",3,"a","C","hammock","3",3,TRUE
"970","R_3qItOVB1m3rRIHO",3,"a","C","circos","2",3,FALSE
"971","R_a5XRod8QdXHdgiM",3,"a","C","hammock","3",3,TRUE
"972","R_bP1eWMUqcLIi1rm",3,"a","C","circos","3",3,TRUE
"973","R_3ZQvAmasceYQPQM",3,"a","C","bar","3",3,TRUE
"974","R_bvGXdKWl3ICupP6",3,"a","C","circos","3",3,TRUE
"975","R_6Sw1XuYKHVRsEWU",3,"a","C","hammock","3",3,TRUE
"976","R_4I64gDQSHH8ojze",3,"a","C","circos","3",3,TRUE
"977","R_6Gnw4mQ6x4AVWII",3,"a","C","bar","3",3,TRUE
"978","R_3Kmgffq9P84Hqi8",3,"a","C","hammock","2",3,FALSE
"979","R_8HaXTyDqjDiLelu",3,"a","C","circos","3",3,TRUE
"980","R_ekPM1Syz0w3SC9K",3,"a","C","hammock","3",3,TRUE
"981","R_bQRG1H7frzNaEQs",3,"a","C","bar","2",3,FALSE
"982","R_d0jsFdwwwPH4qm8",3,"a","C","hammock","3",3,TRUE
"983","R_bIrefWwgM8eoCOw",3,"a","C","hammock","2",3,FALSE
"984","R_bQosMSXWXg07Ljm",3,"a","C","bar","3",3,TRUE
"985","R_0O0VLA2fLGC5SAI",3,"a","C","hammock","2",3,FALSE
"986","R_eQgihX6yHZzRODi",3,"a","C","hammock","3",3,TRUE
"987","R_6EF1Vcw5fLiuBAo",3,"a","C","circos","3",3,TRUE
"988","R_9st8AEs2Cmddkiw",3,"a","C","circos","2",3,FALSE
"989","R_eWm6JNzYLa6yOP2",3,"a","C","bar","3",3,TRUE
"990","R_6tm0XdCBcbPY71G",3,"a","C","bar","3",3,TRUE
